Gene,TCGA.A1.A0SK.01A,TCGA.A1.A0SM.01A,TCGA.A1.A0SO.01A,TCGA.A2.A04P.01A,TCGA.A2.A04Q.01A,TCGA.A2.A04R.01A,TCGA.A2.A0CT.01A,TCGA.A2.A0D0.01A,TCGA.A2.A0D4.01A,TCGA.A2.A0ER.01A,TCGA.A2.A0SV.01A,TCGA.A2.A0SW.01A,TCGA.A2.A0SX.01A,TCGA.A2.A0T0.01A,TCGA.A2.A0T2.01A,TCGA.A2.A0T3.01A,TCGA.A2.A0T4.01A,TCGA.A2.A0YG.01A,TCGA.A2.A0YH.01A,TCGA.A2.A0YM.01A,TCGA.A7.A0CE.01A,TCGA.A7.A0CJ.01A,TCGA.A7.A0DA.01A,TCGA.A7.A13D.01A,TCGA.A7.A13F.01A,TCGA.A8.A06N.01A,TCGA.A8.A06O.01A,TCGA.A8.A06Q.01A,TCGA.A8.A06Z.01A,TCGA.A8.A079.01A,TCGA.A8.A07C.01A,TCGA.A8.A07O.01A,TCGA.A8.A07R.01A,TCGA.A8.A07U.01A,TCGA.A8.A07W.01A,TCGA.A8.A07Z.01A,TCGA.A8.A08G.01A,TCGA.A8.A08I.01A,TCGA.A8.A095.01A,TCGA.A8.A09C.01A,TCGA.A8.A09D.01A,TCGA.A8.A09I.01A,TCGA.A8.A09N.01A,TCGA.A8.A09Q.01A,TCGA.A8.A0A9.01A,TCGA.A8.A0AB.01A,TCGA.AN.A03Y.01A,TCGA.AN.A041.01A,TCGA.AN.A0AJ.01A,TCGA.AN.A0AR.01A,TCGA.AN.A0AS.01A,TCGA.AN.A0FF.01A,TCGA.AN.A0FJ.01A,TCGA.AN.A0FK.01A,TCGA.AN.A0FL.01A,TCGA.AN.A0FX.01A,TCGA.AN.A0FY.01A,TCGA.AN.A0XR.01A,TCGA.AN.A0XU.01A,TCGA.AN.A0XW.01A,TCGA.AO.A0J3.01A,TCGA.AO.A0J6.01A,TCGA.AO.A0J7.01A,TCGA.AO.A0JD.01A,TCGA.AO.A0JI.01A,TCGA.AO.A0JL.01A,TCGA.AO.A0JM.01A,TCGA.AO.A124.01A,TCGA.AO.A129.01A,TCGA.AO.A12B.01A,TCGA.AO.A12F.01A,TCGA.AQ.A04H.01B,TCGA.AR.A0TP.01A,TCGA.AR.A0TQ.01A,TCGA.AR.A0TS.01A,TCGA.AR.A0TT.01A,TCGA.AR.A0TV.01A,TCGA.AR.A0TY.01A,TCGA.AR.A0TZ.01A,TCGA.AR.A1AH.01A,TCGA.AR.A1AJ.01A,TCGA.AR.A1AQ.01A,TCGA.AR.A1AR.01A,TCGA.AR.A1AY.01A,TCGA.B6.A0I2.01A,TCGA.B6.A0RE.01A,TCGA.B6.A0RL.01A,TCGA.B6.A0RT.01A,TCGA.B6.A0RU.01A,TCGA.B6.A0WV.01A,TCGA.B6.A0X5.01A,TCGA.BH.A0AU.01A,TCGA.BH.A0AV.01A,TCGA.BH.A0AY.01A,TCGA.BH.A0B3.01A,TCGA.BH.A0B5.01A,TCGA.BH.A0B9.01A,TCGA.BH.A0BD.01A,TCGA.BH.A0BF.01A,TCGA.BH.A0BG.01A,TCGA.BH.A0BL.01A,TCGA.BH.A0BZ.01A,TCGA.BH.A0C0.01A,TCGA.BH.A0C3.01A,TCGA.BH.A0C7.01B,TCGA.BH.A0DD.01A,TCGA.BH.A0E0.01A,TCGA.BH.A0E6.01A,TCGA.BH.A0H0.01A,TCGA.BH.A0HU.01A,TCGA.BH.A0HW.01A,TCGA.BH.A0RX.01A,TCGA.BH.A0W3.01A,TCGA.BH.A0WA.01A,TCGA.BH.A18F.01A,TCGA.BH.A18J.01A,TCGA.BH.A18L.01A,TCGA.BH.A18V.01A,TCGA.BH.A1EW.01A,TCGA.BH.A1F0.01A,TCGA.C8.A12K.01A,TCGA.C8.A12M.01A,TCGA.C8.A12U.01A,TCGA.C8.A12V.01A,TCGA.C8.A12X.01A,TCGA.C8.A131.01A,TCGA.C8.A1HL.01A,TCGA.C8.A1HM.01A,TCGA.D8.A142.01A,TCGA.D8.A147.01A,TCGA.E2.A107.01A,TCGA.E2.A109.01A,TCGA.E2.A10C.01A,TCGA.E2.A14N.01A,TCGA.E2.A14O.01A,TCGA.E2.A14S.01A,TCGA.E2.A14W.01A,TCGA.E2.A14X.01A,TCGA.E2.A14Y.01A,TCGA.E2.A158.01A,TCGA.E2.A15A.01A,TCGA.E2.A15A.06A,TCGA.E2.A15K.06A,TCGA.E2.A15M.01A,TCGA.E2.A1B5.01A
FAM77C,2.4375,-0.401,2.01,-3.845,-4.9,3.2115,1.8025,-3.366,2.974,2.5625,-0.57,-2.1955,-3.165,-1.6885,-0.667,3.0895,0.8375,-0.2955,3.4565,-0.9295,-1.804,2.2755,-2.9385,-1.617,2.7295,1.2875,4.5525,-0.1185,2.779,3.677,-4.491,-1.0185,-0.983,-2.701,1.995,1.364,3.2335,1.603,0.729,0.635,0.3725,-0.9145,1.422,0.9975,3.578,1.063,-1.4305,2.997,-1.347,1.9905,-1.852,2.3535,-1.3195,1.517,-4.762,-1.3385,2.989,3.2295,-2.8875,1.0455,3.6835,-3.159,2.445,-0.918,-0.0845,0.447,-1.81,-0.2745,-3.494,0.68,-0.2875,3.3,-2.7295,1.8445,-2.086,-0.141,-2.169,1.479,2.558,-3.26,-1.271,-3.8135,-5.096,-3.003,-5.2735,-0.3585,2.4765,-2.9955,-2.3575,4.3285,-5.0505,3.24,-4.844,-0.3835,-3.2005,1.323,-2.8345,2.1995,-0.503,-3.394,-0.93,0.93,1.814,2.724,1.274,3.2525,-2.1235,-2.127,1.291,3.2,2.8905,2.4245,-4.0795,-0.523,0.382,1.4715,2.4705,-3.216,2.799,-3.587,-4.5215,3.3245,0.8925,-4.6715,2.3265,-3.836,-2.3095,-0.057,-5.4285,-2.8785,-0.8015,2.3835,1.2975,0.08,3.9875,1.6355,4.392,-5.6565,-3.6135,-3.505,3.202,2.963,-0.799,-1.2325,-2.442
SCGB2A2,-6.102667,1.2995,-5.97,0.3975,-0.115833,-1.7055,-0.620667,-7.6845,-0.518667,0.466833,-0.338833,0.9135,-6.841667,-4.060333,-4.0685,-0.9795,-2.414833,0.526167,-0.013333,-7.661667,-3.073333,-2.076167,-0.897833,-7.418,0.025167,-0.983333,0.962833,1.309,-7.118833,-4.283667,-4.760667,-5.719,-1.709833,-6.297833,1.047667,-3.7765,-1.821167,0.792333,1.694833,-0.1005,-3.002833,1.541333,-0.002667,0.106667,0.686167,0.197167,1.125,-4.162,-5.385667,-7.795667,1.693667,-4.764167,-7.130333,0.7925,1.726833,-0.492833,0.7685,1.369833,-4.8525,0.764667,-0.270333,-7.0955,0.418833,0.116167,1.097167,2.644,1.582,-6.666,-5.179,-4.54,-8.117167,-4.811333,0.8885,-1.153,-6.77,-6.7455,-7.490333,-3.077667,-2.834667,-7.212667,-1.216167,-3.400833,-7.593833,-1.180333,-6.937083,0.543333,-0.962167,-3.3315,-0.8795,-2.0325,0.6325,-0.363333,-7.552833,1.016167,-4.191333,-0.934167,-7.031,1.37,-0.455333,-0.933333,-1.242167,-0.716333,1.088,-4.037667,-1.291167,0.629333,-6.361133,-1.1625,0.873,0.9935,-1.748133,-1.074833,1.587167,-4.620333,0.2725,-1.189833,-0.983833,-7.4535,-0.454333,-1.2945,-3.861167,-7.0295,-6.233667,-1.496333,0.499667,-3.6635,-0.172,-3.374167,-3.034167,-5.517833,1.408833,-3.2995,1.499833,-5.234667,0.727167,-0.587,-0.559733,0.906167,0.568167,-1.130833,-0.588667,-0.421,-1.153667,1.169833,-1.566167
KLK8,0.102333,0.289,-2.510333,0.384667,0.2025,-0.337833,-1.017333,5.046833,-0.659667,-1.216333,-3.0255,-2.550833,3.5225,5.0635,4.741667,0.725833,-0.8725,0.125667,-2.435,5.731167,5.261833,0.404167,4.514833,6.4995,-1.353667,-3.5505,-3.5505,2.677167,-3.516667,-2.458167,-0.956833,3.825,4.8255,3.204167,-2.821,-1.661833,-2.785333,-1.214167,0.336167,-2.994667,-3.452333,-1.837,-1.843,6.161,-3.1655,-0.403167,1.203333,-2.182,5.072667,-0.7915,-3.131167,-2.82,-3.734667,-3.2275,2.482667,6.0115,-1.9165,-2.528667,4.372667,-0.2275,-1.993333,3.46,-0.121833,0.802,-1.157167,6.692833,-2.594667,5.6675,-1.2025,-3.0675,1.775167,-0.9785,0.381833,-0.451667,4.993833,-2.965667,-3.4455,-0.774167,-1.985333,2.4375,3.702333,4.406833,1.606833,4.968,-2.365333,4.737,-1.381167,5.592833,3.463,0.473833,-2.4245,-0.479,4.9895,-2.646833,4.806833,0.0795,0.097,-0.147833,-2.364167,0.7735,4.476833,-1.025,-3.540667,-1.124333,0.3975,2.3745,5.562167,6.179167,-2.101833,-1.616667,-2.546167,6.494667,-2.670667,3.198,1.691167,-2.085667,-1.842667,3.612833,-0.320333,5.376667,-1.9575,-3.178167,-2.277667,0.356667,-3.0665,-1.338833,-1.013333,-2.3115,2.762167,4.322667,-0.085833,-2.509833,0.229167,-0.8605,-1.681167,-2.799667,-3.0125,6.134167,5.945167,5.618667,-1.442667,-2.994833,-3.476333,-2.335,5.467
LEMD1,4.4625,-0.443,-0.3705,2.44425,3.471,-0.3125,-0.8285,3.27575,0.0595,0.926,-1.287,-0.80275,5.10325,3.32525,0.40125,0.4635,-0.54875,0.21475,-1.21725,4.769,5.38125,0.608,4.6355,7.239,-0.40075,-1.47125,-1.4625,-0.87,-0.34975,-1.45525,0.3315,5.663,3.7175,5.63125,-1.11275,-0.7465,-1.193,-0.82225,-0.11075,-1.23775,-1.607,0.802,-0.71025,-0.871,-2.529,0.3305,0.6915,-1.4185,-0.76175,2.1275,-0.7515,-1.667,2.86625,-0.9295,3.114,7.3335,-0.45925,-0.3275,3.61,1.25325,-1.091,4.6385,0.1325,-0.2435,-0.28625,3.33775,-1.371,6.146,4.63175,-0.419,2.32725,-0.7615,4.8415,-0.82025,6.39575,-0.45075,-1.106,-0.00675,-1.40325,1.555,4.8895,4.02675,-0.72325,6.73325,2.164,6.557,-0.7525,1.5955,3.6475,-0.2155,-0.6975,-0.65075,6.706,-0.67575,4.4315,0.15475,4.57525,5.34625,-1.411,5.6665,2.5115,-0.620167,-1.10925,-0.98725,0.00125,-1.03525,2.47925,4.227,-1.5925,-0.53325,-1.2545,4.20125,-1.188,5.54025,1.29375,0.76625,-1.09025,6.157,4.014,5.52375,6.24625,-1.31225,-0.81225,1.5965,1.15775,2.0395,-0.7045,0.05725,1.924,5.491,-0.65425,-0.94575,-1.00675,4.97725,-0.84575,-1.086,-1.727,6.399,7.0195,3.15175,0.2825,0.14375,-1.33275,-0.228,4.406
RPESP,-0.963667,2.526167,-3.739167,-0.900333,1.743167,1.569167,-1.633333,3.749667,1.702167,-0.067667,-4.063167,-4.157167,-2.503667,-3.359167,-2.3955,0.079833,-1.281667,-0.070667,-2.217,-1.136667,0.487167,1.600167,-0.998167,-2.7875,-2.000167,-5.081333,-3.4275,0.256167,3.279,-2.448167,-3.018667,-0.8925,0.152167,1.9025,1.179833,-1.774167,-2.871833,4.6375,1.210167,-3.483167,-0.873167,-1.702167,-0.313167,-5.073167,1.408,-1.753667,3.914833,-2.055833,-2.357667,-1.898333,3.989833,1.541167,-1.4745,5.473,4.898333,0.876,-2.926667,-1.542,-2.551833,-0.329,-3.538833,-3.369333,3.651,-1.4245,-2.1435,0.397333,2.038333,-1.886167,-1.879333,-2.6625,-1.970167,-2.977333,0.521833,-3.403,-2.448667,-3.409833,-4.416,-2.783333,-3.566333,0.4105,-0.766833,-4.0885,3.1815,-1.592167,-3.304167,-0.885,-3.989667,-1.3555,4.952333,-0.485167,-3.2445,-1.2575,1.4295,-2.0675,2.156167,0.337,-2.214167,-1.747667,-1.952667,0.3855,1.682667,-1.1795,-1.1295,-0.8655,-1.402167,2.9605,-2.62,-1.1765,-3.454667,1.107667,-5.224,3.539167,1.162167,2.565833,0.487,4.542167,0.002,-4.146667,3.275833,0.699833,1.656833,-3.3885,-3.490333,1.1425,-0.865167,3.1265,-2.922167,1.417667,-2.1705,-0.765167,-1.1205,-3.003,-3.741667,1.633,-2.656,5.329167,-0.105167,-1.263167,-2.046167,-3.548333,-2.720167,-2.162,-3.481,-0.2585,-1.5605
PRDM13,6.005,-0.028,3.0455,-0.53,-1.567,0.214,0.08,4.3685,0.399,-0.814,0.0765,-0.249,6.702,3.1295,4.056,-0.6445,-0.313,0.386,0.1055,8.307,3.6145,0.596,3.915,2.71,-0.505,0.2535,-0.0485,0.899,-0.313,-0.576,7.4735,8.0375,7.1295,4.656,-0.477,0.0865,-0.678,1.0535,0.673,1.1145,0.369,-0.074,-0.486,-0.0915,-0.3505,-0.157,-0.994,-0.606,-0.1505,3.7725,0.791,-0.8805,6.9485,1.0695,2.1595,7.371,1.7045,0.712,2.2495,0.6995,-2.008,0.3145,0.8755,-0.1445,-5.4285,-5.8705,-0.097,5.5345,2.121,0.7905,4.565,-0.219,1.0955,3.053,6.9255,0.2995,0.189,2.956,-0.205,2.128,2.296,3.0095,2.096,6.7775,-0.038,4.0715,0.4525,7.0835,1.507,-0.0295,1.674,0.1305,6.3775,0.503,2.8575,1.0385,5.9405,-1.5755,-0.1555,6.3655,0.5655,0.1865,-0.7975,0.1135,-1.3015,-0.672,0.9045,7.5735,-0.973,-3.0125,-0.862,-0.1845,-1.176,3.663,0.545,0.6095,-0.883,4.8675,1.005,0.4805,3.0795,-0.0735,4.383,0.329,0.1435,-0.418,-0.2755,0.2865,-0.166,4.3215,-0.4945,0.074,0.6145,2.783,-0.2195,0.1935,0.4295,6.404,1.405,7.5905,-1.4025,0.654,-0.8375,1.377,2.5225
GFRA1,-4.2501,-2.7925,0.0671,-3.9183,-2.071,0.9525,1.3798,-4.5121,-0.2578,0.6352,0.1685,0.3875,-4.1182,-4.6202,-4.4499,0.7057,2.1699,1.9299,1.8781,-4.2226,-3.3888,2.0888,-4.6572,-4.627,2.0715,1.1123,2.7996,-0.0279,-1.9281,3.6297,-0.7648,-4.2895,-2.3195,-3.4307,1.0059,0.6461,0.3818,1.5386,0.9722,3.2972,1.7931,-0.6009,3.3035,2.2197,2.3159,-0.8901,0.9769,-2.8018,1.5037,-2.8605,0.2259,2.6402,-4.4384,-3.6444,-4.6664,-2.6647,1.0682,2.3026,-4.8816,-1.7909,2.0134,-5.2943,2.557,1.5846,2.3219,-3.5368,2.6287,-5.0722,-3.8257,-3.0526,-0.7493,0.7692,-3.375,2.4608,-3.3127,-2.4787,2.2158,-4.0157,3.0856,-5.1936,-3.3393,-3.7845,-4.2394,-3.9092,-4.2942,-5.1009,1.7226,-3.5121,-2.8187,2.3014,2.4817,-3.9979,-3.4321,2.2945,-4.3276,0.8188,-2.7382,2.873,-0.9271,-3.1292,-2.6835,1.5326,2.0003,-3.0119,1.0483,1.7321,-3.8679,-3.687,-3.4064,2.0723,1.7956,-2.4812,1.7831,-4.5882,0.8636,2.9995,-0.3304,-4.2207,1.1125,-2.9492,-4.3177,2.5806,0.508,-4.4597,1.7421,-3.5778,-4.6021,1.7102,-4.5483,-4.1071,2.3779,1.8573,0.3828,-3.1741,2.1453,1.0428,-0.0185,-4.7657,-3.9664,-4.2883,-2.4047,-1.5281,1.2104,2.0118,-3.6831
ART3,7.485333,0.0395,2.703,5.726333,3.829833,-0.6822,-0.788333,3.2245,0.508833,-1.007,-0.226667,2.9155,7.433667,4.618,2.1095,-0.629667,0.473333,-0.467167,-0.3045,7.858333,5.994167,-0.196,5.467667,5.591167,-1.103833,-1.302833,-1.092667,0.7125,-0.82,-1.380667,4.25,8.125167,3.9355,3.874333,-1.365167,-0.675167,0.4095,0.076833,-0.6255,-0.4986,-0.860667,-0.4175,-0.8135,-0.1926,-0.050167,-0.174167,-1.106,-0.201667,-0.333667,2.185667,-0.382167,-1.875,2.678,0.061333,3.054167,4.010167,-0.660833,-0.7635,3.844667,1.527,-0.0295,4.093333,-0.606833,-1.196167,-0.2994,7.162833,0.938,6.7265,5.136833,0.0985,-0.352833,-0.533,0.977167,-0.089667,7.303167,0.523167,-0.810167,-0.752333,-0.799333,0.9565,6.529667,4.525333,0.98,4.647,5.4245,3.812833,-1.006833,6.65,2.879667,-0.728167,0.238167,0.2978,-0.102667,-0.1156,2.286,0.045167,4.577333,-0.439833,0.163833,7.2405,5.372667,-0.345833,-0.219333,-0.028333,-0.399667,1.349,2.807167,1.2365,-0.410667,-0.570333,-1.2052,3.0905,-0.955833,6.478833,-0.209,2.544833,-1.220667,4.498333,0.063333,7.885667,7.658333,-0.578833,-0.4085,2.740333,-1.5962,2.8285,-0.910833,0.635667,1.040833,6.03,-0.3325,-0.286833,-0.1455,4.475333,-0.268667,-0.306333,-0.545,7.415667,3.842167,8.211333,-0.588167,0.884833,-0.687333,0.861833,3.374833
SYT13,3.12075,2.619,2.4545,-0.28025,-5.3045,5.21825,-2.2495,-2.9175,-0.69275,4.3675,2.701,-5.94525,1.181,-2.91775,0.35725,-3.69975,3.05425,0.2805,1.8135,-5.22475,0.676,4.966,0.4615,1.24125,4.64975,4.51425,-6.47275,-0.1925,4.48225,-4.902,-5.172,-5.3855,1.09475,-4.9115,-6.35825,3.056,4.37175,2.67375,3.21925,-1.11525,1.25525,0.72025,-0.547,-6.66325,3.173,-4.10325,-0.67375,-4.896,-5.458,1.32375,0.9175,-2.01825,-6.24225,-0.03075,-1.55075,1.49325,5.0575,-0.5155,1.85725,3.59025,4.7655,-4.7375,-0.82375,0.1325,1.08725,0.26175,-2.85725,1.1615,-0.10225,4.15175,-4.79275,2.721,2.34275,-2.6815,0.4385,-1.7435,4.528,-5.7035,1.18575,1.40425,-3.021,-0.6795,-4.2295,-0.129,-5.1815,-1.2715,2.802,-1.292,-2.456,-1.9425,-4.56,0.335,1.62425,-0.02425,-3.48475,1.478,1.81375,0.732,2.51825,-2.95175,1.9655,1.12925,-5.5495,-1.95325,-3.2865,-1.574,-1.7875,0.89325,-4.77925,2.87975,-0.47175,-1.133,4.92825,2.16525,-0.434,2.33325,4.41775,-0.952,0.37125,-1.38125,2.60475,-4.62175,-4.02475,2.28325,-5.0235,0.238,1.4975,-0.106,-4.19675,2.0465,5.18625,-0.2545,-4.91575,-4.152,-4.4575,4.554,2.30175,-5.06025,-4.289,-2.6225,-4.95625,-4.2935,-6.019,1.0085,-2.80925
CST9L,-0.90325,-1.32325,-1.2485,-1.31875,-1.23525,5.2185,0.301,-0.6485,5.86225,5.87275,-0.5965,0.718,-1.718583,-0.7415,-1.048,4.24825,5.91725,-1.15425,3.068,-0.931,-0.61375,-0.16625,-1.01425,-1.795,2.78825,6.908,3.664,-0.20125,1.017,6.1135,-0.95625,-0.4755,-0.5165,-0.55525,3.49975,6.764,5.66825,5.3345,0.04475,2.32525,0.0285,1.52475,-0.74125,1.58425,2.1295,-0.1885,1.381,1.899,0.28425,-0.7935,-0.807,6.43725,-1.216,-0.60325,-0.73975,-1.1395,5.669,-0.7015,-1.105,1.29475,2.35375,-1.95525,3.993,-0.06275,3.214,-1.71625,-0.82675,-0.13175,-0.83425,3.241,-1.81025,0.64875,-1.30575,6.13375,-1.33325,-0.85325,0.695,-1.7125,-0.66275,-0.8545,-0.6245,-0.89825,-1.775917,-1.4475,-1.0955,-1.113917,2.37175,-1.2605,-0.478,6.117,0.746,4.95825,-0.65725,-1.326917,-1.92525,0.345,-0.68425,0.54725,-1.2435,-1.96125,-1.48675,0.0805,-1.5445,-1.30725,-0.1735,5.854,-1.462,-1.249583,6.33025,0.88775,6.234,-1.34675,-0.1795,-0.835917,-0.82975,-0.3215,-0.67875,-0.87325,3.03025,-1.51075,-0.836,5.81675,-0.80125,-1.63875,6.038,-1.54175,0.08825,1.96125,-0.95875,-0.853,2.232,0.45725,-0.867,-1.408,6.17675,1.0595,2.54375,-1.4045,-1.08925,-1.29875,2.97375,1.70975,0.72075,0,-0.81925
KCNJ3,-1.07525,-1.14675,-1.5515,-1.9135,-1.1155,6.7205,4.90125,-1.2645,5.85375,4.1505,-0.91725,4.091,-1.447,-1.01325,-0.61375,3.99675,0.561,5.843,4.46225,-0.7265,-1.142,-0.802,-1.76475,-2.12175,4.816,5.67775,-1.82775,-0.89975,5.7625,5.79475,-0.95375,-1.39975,-1.97275,-0.83075,4.9485,5.05375,3.39525,0.28175,4.873,-1.1735,2.089,-1.261,-1.38125,3.915,0.449,-1.25425,-1.880167,5.24775,-2.03675,-1.5145,-1.76825,5.429,-0.64775,4.27875,-0.8025,-1.818,1.692,5.55325,-1.0085,0.41075,4.6365,-1.33575,4.8275,-0.46725,4.98975,-1.264833,-1.859,-0.91275,-0.9275,5.85325,0.018,5.508,-1.61225,4.94225,-1.15875,2.36825,4.84725,5.4425,-0.58475,-1.47775,-2.21875,-1.84375,-1.52225,-1.8445,-1.533,-1.242,-0.36625,-1.4345,-0.42525,3.37025,4.06825,-0.77475,-2.10375,-1.71075,-1.56525,3.13375,-1.28675,-1.209,-0.990167,-2.46825,-1.61175,-1.3175,-0.875,-1.2145,5.35075,5.1415,-1.30425,-0.8555,5.323,4.46175,6.1285,-0.24125,3.622,-1.52925,-1.2445,2.311,5.30475,-2.30275,-1.34575,-1.29175,-1.322,6.16625,5.61075,-1.920167,-1.247,2.29925,5.27225,3.57075,-1.24925,-2.0865,5.77075,4.211,4.18375,-0.56675,3.4725,4.52125,-2.23175,-1.7175,-1.73825,-2.29875,4.45025,4.2565,5.22575,-0.52075,-1.52425
PDZK1,-2.36025,0.815,-3.2235,-1.755,-2.4105,5.4885,-2.2495,-2.71475,0.89375,6.44975,1.1985,0.583,-2.76575,-2.56625,-1.92975,4.03475,1.4155,-2.1615,0.78825,0.4625,-1.23925,5,-2.0175,-3.64125,5.59775,-0.0475,-1.49975,-2.179,-2.45,-0.42325,-2.79525,-2.18,-1.94725,-2.539,-1.73175,5.1355,2.929,4.80725,1.6705,-2.899,-1.3105,-0.959,-1.18675,-2.46675,2.7755,3.73225,-2.51625,1.198,1.71925,-2.3715,-2.56975,4.13175,0.1515,-0.73675,-3.2995,-0.00925,2.872,3.01425,-2.121,0.5715,0.25225,-2.591,3.901,3.51275,-0.03975,-1.34925,-1.0795,0.893,0.415,7.25175,-2.25025,-1.9355,-1.5125,2.0535,-0.62625,-0.97325,-1.0985,-0.407,3.61375,-3.16675,-2.695,-0.91125,-2.77,-2.0445,-1.9835,-3.037,1.491,-1.9865,-1.3115,4.4415,0.4565,4.8455,0.36025,-0.014,-1.3235,2.159,-2.40475,3.4465,-1.49225,-2.5695,-1.88825,-0.5045,0.96925,3.33,3.1885,3.505,1.59125,-1.6295,-2.69475,1.5775,2.45775,-1.0705,2.456,-1.59975,0.09125,0.34125,-2.9295,-2.412,5.5655,-2.10725,-2.72425,-0.12975,1.50825,-2.5965,6.4685,-1.64325,3.8855,0.62675,-1.501,-1.329,-1.027,-2.3845,1.0195,-3.072,2.4665,1.02525,-1.7425,-1.7955,-2.24375,-2.15725,1.6725,-0.50825,2.19025,0.28025,-0.57825
SLPI,-1.4694,-0.7273,-0.1121,4.5923,4.7004,-0.4259,-2.8491,1.5077,-0.1941,-2.7245,-1.0705,-0.7308,3.1743,5.5096,5.6285,3.9266,-0.8503,2.701,-2.8074,1.9589,4.4161,-0.9126,-0.4174,4.0156,-2.7057,-3.7241,-2.8133,-1.4696,-1.4154,-1.9271,-3.3882,2.7334,-0.2651,1.5884,-3.6674,-0.0534,-1.168,-1.8749,2.3141,-1.745,-3.1408,0.2315,-1.5324,-3.4635,0.0174,-1.2824,-1.8994,-2.435,-1.3212,-0.7385,1.3338,-1.4705,-2.0691,-0.0746,6.2493,1.7334,-1.7167,1.6839,4.3855,-0.8354,-2.921,4.4929,-0.7231,-0.2383,-2.5337,1.4644,-1.0412,2.7033,0.5061,-0.2923,-1.2036,-1.4362,0.3275,-1.6398,2.3635,-1.5439,-3.9249,-2.0147,-3.8227,2.0797,3.8141,3.3559,-0.6166,0.535,4.8078,1.0922,-2.5403,1.4063,1.9146,-1.3257,-3.527,-1.5841,-0.8241,-2.8369,0.4578,-0.1394,2.4402,-2.1228,-0.2264,1.6334,1.6601,1.0485,-1.1213,0.6786,1.1735,-1.4497,2.5955,-0.4556,-3.4266,-0.9515,-2.624,2.0267,-0.0432,2.8887,-0.5801,1.499,-1.6711,4.5767,1.0884,3.6308,1.1784,-3.7756,-1.3777,0.7646,-1.6013,3.1316,1.697,-0.5094,1.086,1.0026,-1.0015,-3.1704,1.4601,0.6714,-2.5765,-2.6422,-2.0378,4.3491,3.9375,-0.5271,-1.876,-3.8644,-1.5169,1.1922,2.0538
